Movie Title,Recommender rating,Training data average rating,Raw sim score,Training data number of ratings
the-fabulous-baron-munchausen,3.05,4.13,0.9794736,30
marrowbone,3.05,3.08,0.9793992,61
your-christmas-or-mine,3.05,2.3,0.97903806,10
diary-of-a-mad-housewife,3.05,3.79,0.9788718,14
the-pirates-2014,3.05,3.42,0.97862804,12
pure-luck,3.05,2.15,0.9786064,10
s1m0ne,3.05,2.42,0.9785992,13
derailed-2005,3.05,2.64,0.97843266,22
royal-warriors,3.05,3.65,0.97841835,13
sweet-home,3.05,3.1,0.978416,15
tinker-bell-and-the-lost-treasure,3.05,2.81,0.97833437,24
the-wind,3.05,4.0,0.97823834,22
twins-in-paradise,3.05,4.2,0.97815585,20
distant-voices-still-lives,3.05,3.93,0.9780529,34
rhubarb-2020,3.04,1.96,0.9779057,24
the-beekeeper-2024,3.04,3.0,0.97774863,17
terrorvision,3.04,2.75,0.9776981,18
chelsea-peretti-one-of-the-greats,3.04,3.87,0.97738993,15
young-and-innocent,3.04,3.12,0.97710645,17
purple-noon,3.04,3.92,0.97701323,69
the-ordeal,3.04,3.32,0.97689486,25
the-snorkel,3.04,2.95,0.97682154,11
unthinkable,3.04,3.18,0.97679776,17
big-stan,3.04,2.27,0.9766955,13
the-iron-claw-2023,3.04,4.13,0.9765491,67
sword-art-online-the-movie-ordinal-scale,3.04,2.23,0.976319,11
pusher-ii-with-blood-on-my-hands,3.04,3.78,0.9762596,27
the-starving-games,3.04,0.89,0.97615397,28
moolaade,3.04,4.11,0.9760651,14
julia,3.04,2.92,0.9758497,12
bronco-billy,3.04,3.54,0.9757155,13
mucho-mucho-amor-the-legend-of-walter-mercado,3.04,3.25,0.97567445,12
spiral-2019,3.04,2.56,0.97493494,17
the-bewitched-inn,3.04,3.25,0.9746274,10
the-abominable-dr-phibes,3.04,3.61,0.97449744,37
3-generations,3.04,2.14,0.9744275,14
the-french-lieutenants-woman,3.04,3.21,0.9743748,17
sidewalls,3.04,4.12,0.9743164,28
in-a-valley-of-violence,3.04,3.28,0.9742366,37
beatriz-at-dinner,3.04,3.09,0.97378373,16
black-caesar,3.04,3.32,0.97378045,17
detention-2019,3.04,3.08,0.97362113,13
f-x,3.04,3.45,0.9734575,11
the-collection,3.04,2.84,0.97344637,52
julien-donkey-boy,3.04,3.86,0.9733856,49
talvar,3.04,3.86,0.973343,11
little-forest,3.04,3.94,0.97323,16
shes-having-a-baby,3.04,2.54,0.9732144,14
the-machine-girl,3.04,3.06,0.97319925,17
miss-oyu,3.04,3.42,0.9730728,12
captain-ron,3.04,2.21,0.97300196,14
a-perfect-getaway,3.04,2.97,0.9729806,36
the-glimmer-man,3.04,2.21,0.97283083,19
time-and-tide,3.04,3.78,0.97276133,18
caveat-2020,3.04,2.98,0.9725568,25
sleep-tight,3.04,3.67,0.9721893,21
little-witch-academia,3.04,3.5,0.97208667,12
the-boys-from-county-hell,3.04,2.67,0.971545,18
hostel-part-iii,3.04,1.77,0.9715196,31
invasion-of-the-flesh-hunters,3.04,3.19,0.9713721,13
death-wish-v-the-face-of-death,3.04,2.28,0.9713629,16
poor-pierrot,3.04,3.33,0.97128344,21
when-worlds-collide,3.04,3.18,0.9711304,11
memorable,3.04,4.03,0.9708897,18
ong-bak-2,3.04,2.55,0.97087526,10
the-night-porter,3.04,3.22,0.97082376,45
force-of-nature,3.04,1.86,0.970631,14
the-first-wives-club,3.04,3.09,0.9706025,54
she-and-her-cat,3.04,3.0,0.97008014,14
hellraiser-hellworld,3.04,1.54,0.96962863,28
other-people,3.04,3.51,0.9689749,41
my-winnipeg,3.04,3.81,0.96897376,36
driveways,3.04,3.75,0.96893406,18
oss-117-from-africa-with-love,3.04,2.64,0.9688245,11
thanksgiving-2023,3.04,3.21,0.96858555,48
julia-2008,3.04,3.59,0.9685787,17
wall-street-money-never-sleeps,3.04,2.29,0.9684943,36
the-kid-brother,3.04,3.66,0.96801805,22
film:707123,3.04,3.25,0.96797305,10
the-cow-1969,3.04,3.58,0.9678272,12
the-alpinist,3.04,3.57,0.96778065,22
black-crab,3.04,2.9,0.96756387,15
come-play,3.04,2.46,0.96750426,23
the-seven-ups,3.04,3.29,0.9673875,14
crashing-2016,3.04,3.8,0.96699053,15
attenberg,3.04,3.44,0.96691346,32
st-elmos-fire,3.04,2.64,0.96685445,47
sunset-song,3.04,3.54,0.96679646,25
the-turin-horse,3.04,3.93,0.9666897,64
the-boxing-cats,3.04,2.89,0.96652794,19
freaks-2018,3.04,3.23,0.96651435,44
borgman,3.04,3.29,0.9663352,26
space-pirate-captain-harlock,3.04,2.55,0.96632266,11
golden-exits,3.04,3.21,0.9662333,28
college-road-trip,3.04,1.57,0.9661566,21
ready-to-rumble,3.04,2.44,0.966156,17
sabata,3.04,3.45,0.9661428,10
bikram-yogi-guru-predator,3.04,3.08,0.96595645,13
trapped-in-paradise,3.04,2.65,0.96569467,20
the-final-countdown,3.04,2.71,0.9655249,14
together-2021-2,3.04,3.0,0.9649612,14
endings-beginnings,3.04,1.92,0.9647168,20
jujutsu-kaisen-0,3.04,3.61,0.96467733,58
the-baader-meinhof-complex,3.04,3.62,0.96459097,13
xoxo-2016,3.04,2.45,0.9645492,10
the-abominable-snowman,3.04,2.85,0.96439415,10
dead-buried,3.04,3.36,0.9642223,55
the-nibelungen-kriemhilds-revenge,3.04,3.92,0.96399546,25
dark-angel,3.04,3.3,0.9639209,20
the-car,3.04,3.14,0.96385336,28
tale-of-cinema,3.04,3.91,0.9638468,23
it-lives-again,3.04,3.0,0.9637202,11
the-beast-must-die,3.04,2.68,0.96355015,17
shut-up-and-play-the-hits,3.04,3.5,0.96345747,12
yours-mine-and-ours,3.04,3.35,0.96301955,10
persian,3.04,3.32,0.96287227,11
happy-hour-2015,3.04,4.14,0.96277106,29
nobody-sleeps-in-the-woods-tonight,3.04,2.17,0.962607,20
hannah-arendt,3.04,3.3,0.96255857,10
riding-in-cars-with-boys,3.04,3.0,0.962482,17
the-story-of-adele-h,3.04,3.41,0.9618568,16
an-officer-and-a-spy,3.04,2.96,0.9618349,23
the-adventures-of-baron-munchausen,3.04,3.41,0.9618135,47
dragon-ball-z-broly-the-legendary-super-saiyan,3.04,3.06,0.96180564,18
bird,3.04,3.38,0.9614629,12
blood-on-the-moon,3.04,3.29,0.9611772,14
frozen-river,3.04,3.39,0.9611008,19
the-namesake,3.04,3.5,0.9610543,11
wedding-daze,3.04,2.55,0.9609369,10
tears-of-the-sun,3.04,2.58,0.96085477,24
don-juan-demarco,3.03,2.38,0.9605526,13
bugs-and-thugs,3.03,3.86,0.9604746,11
a-good-old-fashioned-orgy,3.03,2.8,0.96042377,15
mister-roberts,3.03,3.35,0.96031094,13
film:130820,3.03,2.5,0.9603079,11
belzebuth,3.03,2.85,0.9599967,10
mulan-ii,3.03,2.26,0.9598814,50
jexi,3.03,2.0,0.9597256,39
the-promotion,3.03,2.43,0.9592679,14
spun,3.03,3.08,0.95918715,20
bio-dome,3.03,1.96,0.9590427,28
the-clapper,3.03,1.88,0.9588839,12
tekken,3.03,1.6,0.95861584,10
fires-on-the-plain,3.03,3.94,0.95861053,18
una-2016,3.03,2.9,0.9582938,15
the-chant-of-jimmie-blacksmith,3.03,3.37,0.95772445,19
my-name,3.03,4.0,0.95704603,13
we-have-a-ghost,3.03,2.44,0.9569669,16
the-last-movie,3.03,3.28,0.9569532,18
day-of-the-dead-2008,3.03,1.71,0.9565598,12
mfa,3.03,2.98,0.9563949,24
factory-girl,3.03,3.1,0.9563808,10
our-friend,3.03,3.67,0.95621866,26
rafiki-2018,3.03,3.35,0.9560561,34
enron-the-smartest-guys-in-the-room,3.03,3.64,0.9557211,18
munna-bhai-mbbs,3.03,3.5,0.9555603,11
lone-wolf-and-cub-baby-cart-at-the-river-styx,3.03,4.07,0.9554424,27
buena-vista-social-club,3.03,3.43,0.9553701,23
savage-dog,3.03,2.83,0.95508134,18
i-saw-the-light,3.03,2.54,0.9550396,14
one-piece-film-z,3.03,3.71,0.95499784,12
street-of-shame,3.03,4.24,0.9547174,23
miracles-from-heaven,3.03,2.12,0.9546086,20
pandora-and-the-flying-dutchman,3.03,3.94,0.9542343,25
3-bad-men,3.03,3.75,0.9541182,12
happy-birthday-to-me,3.03,3.18,0.9540509,25
winter-sleep,3.03,3.79,0.9539392,52
a-lot-like-love,3.03,3.19,0.95389444,16
highway-2014,3.03,3.91,0.95379615,11
trekkies,3.03,3.58,0.9532994,12
forty-guns,3.03,3.52,0.95323324,26
boy-meets-girl,3.03,3.5,0.9530761,22
crime-wave-1985,3.03,4.05,0.9529144,10
forbidden-world,3.03,2.44,0.9524317,18
trespass,3.03,3.46,0.9519725,14
act-of-violence,3.03,3.68,0.95176536,14
in-the-army-now,3.03,1.92,0.9516709,12
azur-asmar-the-princes-quest,3.03,3.62,0.9515104,17
courageous,3.03,2.04,0.9513642,12
the-bronze,3.03,2.63,0.9513347,19
king-of-thieves-2018,3.03,2.33,0.9511486,15
bmx-bandits,3.03,2.95,0.9510105,11
all-cheerleaders-die,3.03,2.88,0.9509245,25
dead-or-alive,3.03,3.25,0.9508438,26
the-last-circus,3.03,3.5,0.9507463,21
emergency-declaration,3.03,3.04,0.9506928,13
framing-britney-spears,3.03,3.27,0.950675,65
lootera,3.03,3.9,0.9505198,10
bleed-for-this,3.03,3.08,0.95017755,24
slugs,3.03,3.21,0.9499127,36
greystoke-the-legend-of-tarzan-lord-of-the-apes,3.03,2.5,0.9498852,11
ghosts-1996,3.03,3.1,0.9497407,10
joan-rivers-a-piece-of-work,3.03,3.55,0.94943213,11
i-origins,3.03,3.28,0.9493027,60
the-yards,3.03,3.38,0.948877,34
last-and-first-men,3.03,3.55,0.94885445,32
another-2012,3.03,3.2,0.948573,10
wet-hot-american-summer-first-day-of-camp-2015,3.03,3.58,0.9484841,20
the-curse-of-the-jade-scorpion,3.03,3.04,0.9483772,26
georgia-rule,3.03,2.62,0.94829094,13
the-farmer-1977,3.03,3.3,0.9482353,10
a-private-war,3.03,3.1,0.94812083,15
colossus-the-forbin-project,3.03,3.57,0.947863,15
the-perfume-of-the-lady-in-black,3.03,3.52,0.94741136,21
ben-10-secret-of-the-omnitrix,3.03,2.92,0.94735473,13
cadet-kelly,3.03,2.52,0.94716245,28
baby-doll,3.03,3.59,0.94697917,17
zoom,3.03,1.63,0.94681513,27
george-carlin-you-are-all-diseased,3.03,3.67,0.94631994,12
cobweb-2023,3.03,3.18,0.94619006,25
surf-ninjas,3.03,1.96,0.94610286,13
ritual-in-transfigured-time,3.03,3.87,0.9458238,19
waiting-women,3.03,3.3,0.94582224,10
and-so-we-put-goldfish-in-the-pool,3.03,3.92,0.94525003,12
nemesis,3.03,3.57,0.9451083,34
damsels-in-distress,3.03,3.02,0.94502956,26
the-transfiguration,3.03,2.98,0.9448977,20
lost-soul-the-doomed-journey-of-richard-stanleys-island-of-dr-moreau,3.03,3.44,0.9445412,26
croupier,3.03,3.33,0.9445336,38
infinite-storm-2022,3.03,2.15,0.94416183,10
ivan-the-terrible-part-i,3.03,3.66,0.9441525,32
tea-and-sympathy,3.03,3.94,0.9439171,25
a-countess-from-hong-kong,3.03,2.77,0.94388694,11
california-suite,3.03,2.91,0.94359946,16
lady-blue-shanghai,3.03,2.94,0.94349486,16
fright-night-part-2,3.03,3.16,0.9434605,19
blank-narcissus-passion-of-the-swamp,3.02,3.46,0.9431833,14
wicked-city,3.02,2.84,0.9431305,34
white-lightning,3.02,3.45,0.9427822,11
im-so-excited,3.02,2.85,0.9427171,20
norm-macdonald-nothing-special,3.02,3.69,0.9426912,18
punchline,3.02,2.77,0.94266975,11
mlk-fbi,3.02,3.38,0.94238615,13
universal-soldier-the-return,3.02,2.42,0.9423661,12
the-phantom-of-the-opera-at-the-royal-albert-hall,3.02,4.24,0.9422131,17
magnificent-obsession-1954,3.02,3.74,0.94208336,33
bride-wars,3.02,2.32,0.9420239,64
illumination,3.02,3.55,0.9416796,11
play-it-again-sam,3.02,3.57,0.9414561,27
rampart,3.02,2.8,0.94093853,20
medea,3.02,3.5,0.9406739,18
the-possession-of-hannah-grace,3.02,1.89,0.9398501,32
i-wanna-hold-your-hand,3.02,3.73,0.93961465,28
goodbye-berlin,3.02,3.08,0.9393505,12
faults,3.02,3.31,0.93920636,37
license-to-wed,3.02,2.06,0.93841404,16
the-aviators-wife,3.02,4.14,0.9383902,36
death-rides-a-horse,3.02,3.9,0.93799394,15
earwig,3.02,3.3,0.93772113,10
bad-luck-blackie,3.02,4.05,0.9376129,11
richard-iii,3.02,3.5,0.9373678,10
lets-scare-jessica-to-death,3.02,3.73,0.93722177,53
snatched-2017,3.02,1.87,0.93686616,35
easy-living,3.02,3.47,0.9367178,19
the-pit-and-the-pendulum,3.02,3.43,0.9365872,14
in-search-of-darkness-a-journey-into-iconic-80s-horror,3.02,3.41,0.9362149,17
weekend-at-bernies-ii,3.02,2.18,0.9362115,14
scum,3.02,3.67,0.9362071,18
atman,3.02,3.5,0.9358413,34
clockwise,3.02,3.0,0.93578595,10
a-christmas-carol-1999,3.02,3.38,0.9350331,13
entracte,3.02,3.58,0.93445957,18
gaslight,3.02,3.5,0.93421596,10
fosse-verdon,3.02,3.79,0.93382365,14
palm-trees-and-power-lines-2022,3.02,2.8,0.933732,10
madman,3.02,2.87,0.9336767,34
angry-video-game-nerd-the-movie,3.02,2.09,0.93330103,16
a-sister,3.02,3.5,0.9330977,16
humoresque,3.02,3.54,0.932933,12
girlfriends-1978,3.02,3.93,0.93274474,55
great-white-2021,3.02,1.88,0.9325788,12
stille-nacht-i-dramolet,3.02,3.55,0.93239474,10
the-cannonball-run,3.02,2.75,0.9322916,22
looking-for-eric,3.02,3.26,0.9320946,17
balloon-2018,3.02,3.54,0.9319633,12
the-grudge-3,3.02,1.41,0.9319588,16
september,3.02,2.64,0.931512,11
la-takedown,3.02,2.85,0.9309617,10
estomago-a-gastronomic-story,3.02,4.18,0.93007994,36
the-kissing-booth-3,3.02,1.17,0.92987764,52
george-carlins-american-dream,3.02,4.13,0.9298635,19
the-strange-color-of-your-bodys-tears,3.02,3.47,0.9297412,18
comedian,3.02,3.04,0.92944443,12
happy-end-2017,3.02,3.19,0.92933726,45
mr-vampire,3.02,3.58,0.92924225,12
the-adventures-of-elmo-in-grouchland,3.02,2.53,0.92913103,17
rock-a-doodle,3.02,2.43,0.9291136,15
faces-of-death,3.02,1.57,0.92889917,15
graduation-day,3.02,3.15,0.92865425,17
ali-ava,3.02,3.72,0.92825323,18
wyatt-earp,3.02,3.05,0.92808187,20
the-boss-baby-family-business,3.02,2.2,0.9280052,54
hellraiser-hellseeker,3.02,2.02,0.9277228,32
the-headless-woman,3.02,3.36,0.927438,28
asako-i-ii,3.02,3.71,0.9274314,55
billionaire-boys-club-2018,3.02,1.95,0.92728114,20
barbie-and-the-three-musketeers,3.02,3.48,0.92705643,23
victory-1981,3.02,2.85,0.9268642,10
ragtime,3.02,3.53,0.92679065,16
school-ties,3.02,2.93,0.92633855,23
night-nurse,3.01,3.45,0.9260371,19
dog-eat-dog-2016,3.01,2.6,0.9259151,35
the-painted-veil,3.01,3.48,0.9258258,22
jab-we-met,3.01,3.25,0.92532283,12
the-wave-2008,3.01,3.53,0.9250852,54
the-princess-switch-3-romancing-the-star,3.01,2.18,0.9250747,14
gunfight-at-the-ok-corral,3.01,3.29,0.92507464,12
dr-terrors-house-of-horrors,3.01,3.27,0.92495364,13
unfinished-business-2015,3.01,1.91,0.92464876,23
the-stunt-man,3.01,3.57,0.9245929,21
the-ledge-2022,3.01,2.05,0.9245763,10
the-long-riders,3.01,3.61,0.9245633,22
red-hot-riding-hood,3.01,3.75,0.92450297,12
twinsters,3.01,3.41,0.9243874,11
bitter-moon,3.01,3.33,0.92427427,29
shadow-of-the-thin-man,3.01,3.42,0.9242448,12
step-up-revolution,3.01,2.41,0.92415076,22
troop-zero,3.01,3.14,0.9239679,14
patriotism,3.01,3.41,0.9235102,11
thankskilling,3.01,2.14,0.92337835,28
stage-fright-1987,3.01,3.76,0.9231013,62
star-wars-tales-of-the-jedi,3.01,3.47,0.9228839,18
breathe-2014,3.01,3.87,0.9227334,34
misbehaviour-2020,3.01,3.21,0.92249465,17
stormy-monday,3.01,3.2,0.92170894,15
going-the-distance-2010,3.01,2.75,0.9216178,24
vice-squad,3.01,3.5,0.92149246,19
for-the-hungry-boy,3.01,3.73,0.9213095,11
menilmontant,3.01,3.7,0.9211571,10
a-cinderella-story-christmas-wish,3.01,1.97,0.9211345,15
the-talk-of-the-town,3.01,3.56,0.92103696,17
grizzly,3.01,2.88,0.9208189,20
shark-night-3d,3.01,1.67,0.9205588,26
evangelion-death-true-1998,3.01,3.32,0.920373,19
horrors-of-malformed-men,3.01,3.21,0.9201267,14
earth-to-echo,3.01,2.54,0.91989285,24
the-kid-stays-in-the-picture,3.01,3.67,0.9198055,15
dirty-ho,3.01,3.68,0.91975564,19
boy-a,3.01,3.73,0.9196574,13
indecent-desires,3.01,2.95,0.91944265,11
the-veil-2016,3.01,1.8,0.9193421,10
the-young-pope,3.01,3.83,0.9191711,27
medicine-for-melancholy,3.01,3.1,0.9190804,15
they-cloned-tyrone,3.01,3.59,0.91905236,40
judy-punch,3.01,3.05,0.9190257,10
smooth-talk,3.01,3.85,0.91896594,36
rush-beyond-the-lighted-stage,3.01,3.8,0.9188547,10
return-to-sleepaway-camp,3.01,1.33,0.9188312,12
frontiers,3.01,2.8,0.91876686,20
little-women,3.01,3.42,0.91847456,20
black-mirror-the-entire-history-of-you,3.01,3.63,0.9184342,39
cheap-thrills,3.01,3.47,0.9180851,39
barb-and-star-go-to-vista-del-mar,3.01,3.55,0.91805553,40
meat-love,3.01,3.26,0.91774243,21
heroine-2017,3.01,3.32,0.9176571,17
dreams-in-the-witch-house,3.01,2.97,0.91747487,18
the-photograph-2020,3.01,3.05,0.9172173,19
horrors-of-spider-island,3.01,1.95,0.9169717,11
the-men-who-tread-on-the-tigers-tail,3.01,3.0,0.9167869,18
rifkins-festival,3.01,2.61,0.9167136,23
puella-magi-madoka-magica,3.01,4.08,0.91656065,26
smoke-signals,3.01,3.36,0.91654307,21
a-toothful-smile,3.01,2.38,0.91607094,13
the-man-who-loved-women,3.01,3.27,0.9160449,11
jamon-jamon,3.01,3.05,0.91597116,10
new-order-2020,3.01,2.86,0.9158234,21
aftermath-2021,3.01,1.57,0.9157864,14
7-days-2021,3.01,3.23,0.9157119,13
one-fine-morning-2022,3.01,3.67,0.915647,33
buffalo-running,3.01,2.96,0.9155518,13
the-landlord-2007,3.01,3.39,0.9154131,14
hide-and-seek,3.01,2.58,0.9152796,36
matewan,3.01,4.28,0.91482407,18
still-life,3.01,3.84,0.91479254,37
beyond-the-gates,3.01,2.38,0.9147375,30
read-my-lips,3.01,3.68,0.91421497,11
all-light-everywhere,3.01,3.55,0.9141721,28
flcl,3.01,4.08,0.914029,32
true-memoirs-of-an-international-assassin,3.01,2.19,0.9139567,13
the-beasts-2022,3.01,3.82,0.9137639,19
day-of-anger,3.01,3.68,0.91347945,14
2001-maniacs,3.01,2.72,0.9131908,16
deception-2008,3.01,2.35,0.91312623,10
ali-wong-hard-knock-wife,3.01,3.32,0.9131248,11
those-people-2015,3.01,3.36,0.91311944,11
dark-waters-1993,3.01,3.28,0.9130956,16
darkened-room,3.01,2.46,0.9127133,14
this-is-england-86,3.01,4.21,0.9124459,12
nina-forever,3.01,2.92,0.9123873,13
the-deep-blue-sea,3.01,3.61,0.9119585,31
beaches,3.01,3.47,0.9117035,15
daughters-of-the-dust,3.01,3.63,0.91123366,30
to-kill-a-child-1953,3.01,3.77,0.9112083,13
the-lost-king,3.01,3.15,0.9111074,17
cracks,3.01,3.22,0.91092414,16
the-deadly-spawn,3.01,3.23,0.91050905,26
operation-mincemeat-2022,3.01,2.88,0.9104843,25
obi-wan-kenobi-the-patterson-cut,3.01,2.91,0.9103974,29
cold-meridian,3.01,2.54,0.91027236,12
austenland,3.01,2.96,0.9102154,14
underworld,3.01,3.86,0.9100424,11
minamata,3.0,2.95,0.90923816,10
return-to-seoul,3.0,3.76,0.90916663,31
my-son-my-son-what-have-ye-done,3.0,3.56,0.9089303,17
minions-orientation-day,3.0,2.5,0.9088543,10
mighty-joe-young,3.0,3.56,0.9088033,17
rawhead-rex,3.0,2.7,0.908691,27
bend-of-the-river,3.0,3.66,0.90865487,19
chimpanzee,3.0,3.2,0.90855587,10
things,3.0,2.67,0.9081992,27
asparagus,3.0,3.91,0.9081927,22
rebels-of-the-neon-god,3.0,4.01,0.9077566,51
warlock-the-armageddon,3.0,3.0,0.9076591,12
late-phases,3.0,3.21,0.9073938,12
better-off-dead,3.0,3.83,0.90738857,33
come-to-daddy-2019,3.0,3.18,0.9073235,33
the-unknown,3.0,3.49,0.90725255,43
keeping-mum,3.0,2.9,0.9069324,15
the-fire-within,3.0,4.08,0.90668535,32
dead-presidents,3.0,3.5,0.90642697,29
rudolphs-shiny-new-year,3.0,2.89,0.90631306,14
welcome-to-the-rileys,3.0,3.12,0.9062634,12
the-blackening,3.0,3.29,0.9062482,31
out-for-justice,3.0,3.31,0.9061085,18
run-sweetheart-run,3.0,2.64,0.90607816,18
south-pacific,3.0,3.0,0.905957,11
the-century-of-the-self,3.0,3.93,0.90543437,21
the-open-house,3.0,1.25,0.905277,42
ill-be-home-for-christmas,3.0,2.35,0.9051631,27
film:22349,3.0,3.54,0.90510833,25
gridlockd,3.0,3.21,0.905071,12
come-back-to-the-5-dime-jimmy-dean-jimmy-dean,3.0,3.89,0.9048954,19
in-the-time-it-takes-to-get-there,3.0,2.95,0.9042118,11
just-dont-think-ill-scream,3.0,3.65,0.9040661,10
without-warning-1980,3.0,2.25,0.9040568,10
three-songs-for-benazir,3.0,3.03,0.90404713,35
dreamscape,3.0,2.83,0.90397716,30
wax-or-the-discovery-of-television-among-the-bees,3.0,3.75,0.9039751,10
trick-or-treat-1986,3.0,3.28,0.90392506,29
beverly-hills-chihuahua-3-viva-la-fiesta,3.0,1.5,0.90377116,15
touch-of-death,3.0,2.54,0.90356255,13
this-man-must-die,3.0,3.5,0.90352345,11
wild-river,3.0,3.78,0.903504,16
dragons-forever,3.0,3.7,0.9034723,27
fletch-lives,3.0,2.39,0.90341794,19
pennywise-the-story-of-it,3.0,3.42,0.9031387,12
tapeheads,3.0,3.32,0.9028174,11
hollywood-homicide,3.0,2.08,0.90280896,12
aftermath-2017,3.0,3.17,0.9025246,12
children-who-chase-lost-voices,3.0,3.05,0.90249264,22
melinda-and-melinda,3.0,2.78,0.9020683,18
the-getaway,3.0,3.52,0.9019619,48
the-real-charlie-chaplin,3.0,3.27,0.9017805,11
where-is-the-friends-house,3.0,4.05,0.90173405,33
bit,3.0,2.96,0.90173155,13
risen-2016,3.0,2.86,0.90170085,14
evil,3.0,3.67,0.901314,12
shakma,3.0,2.34,0.9012488,16
a-summers-tale,3.0,3.98,0.9010817,43
sword-of-the-stranger,3.0,3.62,0.9010436,12
christopher-strong,3.0,2.88,0.90060085,12
bratz,3.0,2.4,0.89968586,15
tokyo-gore-police,3.0,3.43,0.8995474,23
stealing-harvard,3.0,2.38,0.8992838,12
inside-2023,3.0,2.86,0.8991536,25
scoop,3.0,2.72,0.89846337,36
ibiza-2018,3.0,2.07,0.89838266,14
forbidden-games-1952,3.0,4.04,0.89798397,25
bride-of-the-monster,3.0,2.0,0.8977251,15
disturbing-behavior,3.0,2.83,0.89771634,41
the-yellow-sea,3.0,3.37,0.8976878,19
a-cinderella-story-once-upon-a-song,3.0,2.16,0.8972038,16
kid-90,3.0,3.0,0.89702487,14
baby-boom,3.0,2.66,0.8968703,16
wilson-2017,3.0,2.74,0.8959767,23
fort-apache,3.0,3.93,0.8959342,28
the-cocoanuts,3.0,3.48,0.8959237,20
cats-cradle-1959,3.0,3.15,0.8958311,10
security-2017,3.0,2.5,0.89574635,12
subway,3.0,3.67,0.8954916,23
nine-months,3.0,2.38,0.8952524,20
the-wind-2018,3.0,3.0,0.8948317,26
new-york-stories,3.0,2.72,0.89482784,25
pastoral-to-die-in-the-country,3.0,3.85,0.894595,24
puppet-master-the-legacy,3.0,1.1,0.8944396,10
surf-ii-the-end-of-the-trilogy,3.0,3.11,0.8942465,14
appropriate-behavior,3.0,3.18,0.89422965,25
slc-punk,3.0,3.75,0.8938322,52
conquest-1983,3.0,3.16,0.89357156,19
the-november-man,3.0,2.55,0.8933464,28
killing-gunther,3.0,1.92,0.89331937,12
topper,3.0,3.12,0.8930596,20
deadly-blessing,3.0,2.64,0.8930233,28
cyberbully-2015,3.0,2.83,0.89289594,15
himizu,3.0,3.57,0.8928032,23
bullhead,2.99,3.61,0.8923611,18
the-twelve-chairs,2.99,3.55,0.8923314,10
hotel-du-nord,2.99,3.55,0.8919188,11
the-manhattan-project,2.99,3.0,0.89181364,11
burial-ground,2.99,3.34,0.89177215,32
the-great-alligator,2.99,2.21,0.89172995,14
love-letter,2.99,4.11,0.8917147,19
the-unbelievable-truth,2.99,3.62,0.8915637,20
the-family-fang,2.99,3.09,0.89142895,22
norwegian-wood,2.99,2.55,0.8913439,11
the-round-up-1966,2.99,4.0,0.89115655,11
42-up,2.99,4.12,0.8911426,12
bad-black,2.99,3.65,0.89110214,24
the-legend-of-the-7-golden-vampires,2.99,2.97,0.8910185,15
english-vinglish,2.99,3.73,0.890839,11
adventure-time-stakes,2.99,4.27,0.8906708,13
never-look-away,2.99,3.7,0.89044374,22
shine,2.99,3.53,0.8904316,15
zapped,2.99,2.35,0.88975644,13
heist,2.99,3.3,0.8897084,33
just-married,2.99,2.18,0.88965684,36
the-darkness-2016,2.99,1.44,0.8895598,17
higher-learning,2.99,2.91,0.8893354,17
infernal-affairs-ii,2.99,3.46,0.88914394,14
way-down-east,2.99,3.64,0.88906705,11
leprechaun-origins,2.99,1.27,0.88866913,20
streetwise,2.99,4.32,0.8886409,34
the-big-steal,2.99,3.18,0.88860905,11
scooby-doo-in-wheres-my-mummy,2.99,2.72,0.8879088,25
shin-kamen-rider,2.99,3.63,0.8878597,15
sweet-charity,2.99,3.67,0.8878473,27
the-royal-treatment,2.99,1.61,0.88777936,14
quarantine,2.99,2.23,0.8877674,54
the-case-for-christ-2017,2.99,2.25,0.8872996,12
addicted-to-fresno,2.99,2.5,0.8872658,20
graveyard-shift,2.99,2.33,0.88705015,23
world-on-a-wire-1973,2.99,4.05,0.88700837,39
coma,2.99,3.38,0.8869302,20
tragic-jungle-2020,2.99,2.91,0.8861945,11
microwave-massacre,2.99,2.07,0.8859544,21
roundhay-garden-scene,2.99,2.43,0.8851283,30
q-into-the-storm,2.99,3.77,0.8848429,11
songbird-2020,2.99,1.33,0.8845525,23
the-roaring-twenties,2.99,4.0,0.88443553,17
obsessed,2.99,2.45,0.8844226,20
cry-wilderness,2.99,1.09,0.88407624,11
sudden-impact,2.99,3.18,0.88401854,30
the-glass-key-1942,2.99,3.33,0.8839697,27
safe-haven,2.99,2.19,0.88393795,21
the-nines,2.99,2.96,0.88386357,13
fantastic-fungi,2.99,2.9,0.88379276,20
the-jericho-mile,2.99,3.35,0.88341564,13
the-last-forest,2.99,3.85,0.88340986,10
october-ten-days-that-shook-the-world,2.99,3.67,0.88313615,24
the-second-mother,2.99,4.22,0.8830925,65
blow-up-my-town,2.99,3.55,0.88253725,28
kids-in-the-hall-brain-candy,2.99,3.48,0.8825271,20
suburbia,2.99,3.31,0.8824863,21
maggies-plan,2.99,2.91,0.8823294,33
the-fan-1981,2.99,3.0,0.88216627,14
el-materdor,2.99,2.16,0.8817773,19
van-gogh,2.99,3.64,0.881776,11
aquamarine,2.99,3.0,0.8816989,55
the-color-of-pomegranates,2.99,3.7,0.8814299,68
the-spine-of-night,2.99,3.14,0.88136435,29
