Movie Title,Recommender rating,Training data average rating,Raw sim score,Training data number of ratings
jabberwocky,3.7,2.76,2.7520978,29
batman-the-long-halloween-part-one,3.7,3.52,2.750455,54
the-staggering-girl,3.7,2.36,2.7500384,22
mean-creek,3.7,3.52,2.7499087,32
teenage-mutant-ninja-turtles-ii-the-secret-of-the-ooze,3.7,2.64,2.7487192,63
pathaan,3.7,2.66,2.7481742,16
monsters,3.7,3.24,2.7471542,59
the-jackal,3.7,2.62,2.746142,29
the-51st-state,3.7,2.62,2.7461336,25
goosebumps-2-haunted-halloween,3.7,2.09,2.745926,43
postcards-from-the-edge,3.7,3.43,2.7458136,36
planes,3.7,1.89,2.7445977,55
from-here-to-eternity,3.7,3.74,2.7415752,50
rambo-iii,3.7,2.62,2.7396193,64
confessions-of-a-dangerous-mind,3.7,3.23,2.738285,51
swat,3.7,2.79,2.7373338,42
the-extraordinary-adventures-of-adele-blanc-sec,3.7,2.62,2.7352161,12
gods-and-monsters,3.7,3.6,2.7333932,30
the-grapes-of-wrath,3.7,4.06,2.7332718,70
time-2020,3.7,3.75,2.7330508,69
lola,3.7,3.97,2.7321906,43
how-do-you-know,3.7,1.99,2.7316465,35
hall-pass,3.7,1.98,2.731586,64
the-lonely-island-presents-the-unauthorized-bash-brothers-experience,3.7,3.69,2.7309833,42
robot-chicken-star-wars,3.7,3.41,2.7306051,22
the-crying-game,3.7,3.53,2.7293704,49
sherlock-the-abominable-bride,3.7,3.05,2.728558,56
everything-you-always-wanted-to-know-about-sex-but-were-afraid-to-ask,3.7,3.06,2.7267852,40
the-oxford-murders,3.7,2.63,2.7262654,15
welcome-to-marwen,3.7,2.43,2.7243316,51
american-pie-presents-the-naked-mile,3.7,1.64,2.7241583,38
knockin-on-heavens-door,3.7,3.88,2.7238226,16
scenes-from-a-marriage-1973,3.7,4.38,2.7236745,12
dave-chappelle-deep-in-the-heart-of-texas,3.7,3.73,2.7224927,28
race-to-witch-mountain,3.7,2.05,2.7221708,63
justice-league-dark,3.69,3.07,2.7210402,45
team-darryl,3.69,3.11,2.7207625,32
ducktales-the-movie-treasure-of-the-lost-lamp,3.69,3.18,2.7189276,30
lets-all-go-to-the-lobby,3.69,3.25,2.718902,10
easter-sunday-2022,3.69,1.96,2.718017,12
three-amigos,3.69,3.06,2.717587,68
the-duel-2021,3.69,3.92,2.7174826,25
dog-soldiers,3.69,3.27,2.716875,59
beneath-the-planet-of-the-apes,3.69,2.77,2.716743,63
lovelace,3.69,2.68,2.7163763,30
toy-story-collection,3.69,4.03,2.7162266,16
dragon-inn,3.69,4.07,2.7162256,48
metallica-some-kind-of-monster,3.69,3.75,2.7150447,26
pokemon-the-movie-2000,3.69,2.86,2.7150447,50
flatliners-2017,3.69,1.62,2.7142186,50
the-kingdom-of-dreams-and-madness,3.69,3.88,2.714106,33
stalag-17,3.69,3.91,2.712655,44
burrow,3.69,3.76,2.711947,51
out-cold,3.69,2.6,2.711045,10
the-summit-of-the-gods,3.69,3.76,2.7107577,58
rileys-first-date,3.69,3.15,2.7096372,42
evil-genius,3.69,3.85,2.7088513,27
the-break-up,3.69,2.4,2.7086363,60
cutthroat-island,3.69,2.44,2.70805,16
crocodile-dundee,3.69,2.9,2.7074628,63
1900,3.69,3.82,2.7067025,25
jimmy-carr-funny-business,3.69,2.97,2.7063413,15
blue-mountain-state-the-rise-of-thadland,3.69,2.29,2.7045612,14
daybreakers,3.69,2.94,2.7033098,50
the-man-who-killed-don-quixote,3.69,3.11,2.7024055,58
baby-mama,3.69,2.48,2.7014823,55
seventh-son,3.69,1.59,2.7011797,28
the-batman-vs-dracula,3.69,3.02,2.700596,24
the-6th-day,3.69,2.64,2.6995525,43
envy,3.69,1.97,2.6993232,34
singles,3.69,3.07,2.6985745,30
weekend-2011,3.69,3.81,2.697146,59
its-a-mad-mad-mad-mad-world,3.69,3.66,2.6969168,68
white-men-cant-jump,3.69,3.47,2.696109,65
tie-me-up-tie-me-down,3.69,3.38,2.6957564,68
the-tale-of-despereaux,3.69,2.33,2.694219,46
dan-in-real-life,3.69,3.1,2.692834,60
the-right-stuff,3.69,3.99,2.6911361,43
stronger,3.69,3.48,2.6910834,70
star-trek-insurrection,3.69,2.89,2.691008,44
cliffhanger,3.69,3.37,2.6909227,66
deep-cover,3.69,3.87,2.6906877,65
love-death-robots-fish-night,3.69,2.8,2.6876624,47
the-two-mouseketeers,3.69,3.45,2.686472,10
love-death-robots-automated-customer-service,3.69,2.44,2.6856642,43
safe-house-2012,3.69,2.66,2.685319,64
alpha-and-omega,3.69,1.3,2.6852489,32
goyas-ghosts,3.69,2.85,2.6847107,10
rodan,3.69,3.16,2.6844692,38
bedazzled-2000,3.69,2.59,2.682529,54
kazaam,3.69,1.19,2.6817093,26
rumble-in-the-bronx,3.69,3.4,2.6815295,59
hannibal-buress-comedy-camisado,3.69,3.32,2.6814945,14
behind-the-candelabra,3.69,3.53,2.681407,59
whatever-works,3.69,3.17,2.680836,33
hard-target,3.69,3.38,2.6806886,68
run-fatboy-run,3.68,2.65,2.6784208,33
doctor-who-last-christmas,3.68,3.65,2.677772,13
batman-bad-blood,3.68,3.06,2.6772523,48
everything-will-be-ok,3.68,4.11,2.6755962,33
disneys-fastpass-a-complicated-history,3.68,3.81,2.6752894,27
transcendence,3.68,2.2,2.6737356,68
the-falling,3.68,2.38,2.673459,20
nineteen-eighty-four-1984,3.68,3.18,2.6734304,69
hairspray,3.68,3.5,2.6733828,68
kes,3.68,4.03,2.6726902,48
next,3.68,2.14,2.6726325,49
extremely-loud-incredibly-close,3.68,2.49,2.671321,67
sanshiro-sugata-part-two,3.68,2.65,2.6704502,17
snowball-fight,3.68,3.15,2.6704078,17
den-of-thieves,3.68,3.17,2.6688545,66
you-should-have-left,3.68,2.0,2.6670184,31
knick-knack,3.68,3.33,2.6669598,47
rugrats-go-wild,3.68,2.39,2.666672,27
step-up-2-the-streets,3.68,2.68,2.6663907,44
hoosiers,3.68,3.59,2.664884,53
rust-and-bone,3.68,3.56,2.6648312,49
the-girl-who-kicked-the-hornets-nest,3.68,3.14,2.664823,33
final-fantasy-vii-advent-children,3.68,2.56,2.6638675,36
bad-samaritan,3.68,2.58,2.663385,24
district-b13,3.68,3.2,2.662993,28
the-christmas-chronicles-part-two,3.68,2.08,2.6626189,43
drunken-master,3.68,3.74,2.6602263,70
exam,3.68,2.94,2.6584382,67
the-invisible-woman,3.68,2.79,2.657762,28
snow-dogs,3.68,2.0,2.6577117,32
miracle-on-34th-street,3.68,3.85,2.6553273,61
dave-chappelle-the-closer,3.68,3.11,2.655249,36
mickeys-christmas-carol,3.68,3.69,2.6548653,42
futurama-benders-game,3.68,3.42,2.6544075,32
matinee,3.68,3.68,2.6536362,53
xxx-return-of-xander-cage,3.68,2.17,2.6532671,62
killer-elite,3.68,2.51,2.6524642,39
max-keebles-big-move,3.68,1.98,2.65234,28
the-master-of-disguise,3.68,1.27,2.6512382,65
vertical-limit,3.68,2.46,2.6482816,25
baraka,3.68,4.15,2.6478739,48
racing-stripes,3.68,1.94,2.6473958,31
oj-made-in-america,3.68,4.61,2.6446128,65
the-producers-2005,3.68,3.29,2.6439273,34
drake-josh-go-hollywood,3.68,2.47,2.643729,18
the-front-runner,3.68,2.89,2.6432846,31
pieces,3.68,3.67,2.642996,43
werewolf-women-of-the-ss-2007,3.68,3.04,2.6416528,12
the-amityville-horror,3.68,3.02,2.6400733,62
prizzis-honor,3.67,3.1,2.639177,24
revolting-rhymes-2016,3.67,3.5,2.6379905,11
steamboat-willie,3.67,3.43,2.636528,61
the-aeronauts-2019,3.67,2.91,2.6359625,32
the-birth-of-a-nation,3.67,1.9,2.635828,68
kingpin,3.67,3.33,2.6345387,52
dont-hug-me-im-scared-5,3.67,3.72,2.6343884,30
love-death-robots-good-hunting,3.67,3.25,2.6334019,53
bringing-down-the-house,3.67,2.05,2.6333904,33
jcvd,3.67,3.44,2.6312127,31
legion-2010,3.67,2.0,2.6304255,43
drip-along-daffy,3.67,3.75,2.6303983,12
the-bad-education-movie,3.67,2.57,2.6301742,14
shane,3.67,3.52,2.6301126,56
yearbook-2014,3.67,3.4,2.6301103,15
a-good-year,3.67,2.85,2.6299033,23
the-village-bride,3.67,3.58,2.6282115,19
bambi-meets-godzilla,3.67,3.68,2.6263778,36
a-town-called-panic,3.67,3.91,2.6253479,40
gonjiam-haunted-asylum,3.67,3.29,2.6250873,63
the-highwaymen,3.67,2.77,2.6250792,54
germany-year-zero,3.67,3.74,2.6250453,51
akeelah-and-the-bee,3.67,3.13,2.624834,23
superman-iv-the-quest-for-peace,3.67,1.51,2.6226268,54
lockout-2012,3.67,2.63,2.622339,49
jason-and-the-argonauts,3.67,3.52,2.622334,48
the-east,3.67,2.9,2.621124,30
the-jane-austen-book-club,3.67,2.71,2.6208208,14
drillbit-taylor,3.67,2.5,2.6203098,38
deerskin,3.67,3.47,2.618778,53
capybara-walking,3.67,4.1,2.6187673,21
lions-for-lambs,3.67,2.56,2.618135,27
see-no-evil-hear-no-evil,3.67,3.31,2.6174228,37
mario-puzos-the-godfather-the-complete-novel-for-television,3.67,4.5,2.6168356,15
the-trip-2010,3.67,3.65,2.6158493,63
batman-mystery-of-the-batwoman,3.67,2.83,2.61552,29
cobain-montage-of-heck,3.67,3.82,2.614748,48
henry-v,3.67,3.62,2.614023,20
need-for-speed,3.67,2.35,2.61251,65
thunder-road-2016,3.67,4.08,2.6117282,18
the-5th-wave,3.67,2.01,2.6108642,68
city-of-ember,3.67,2.64,2.6108434,32
the-music-box,3.67,4.07,2.6106224,27
key-largo,3.67,3.61,2.60998,54
sallie-gardner-at-a-gallop,3.67,3.48,2.6093678,52
march-of-the-penguins,3.67,3.07,2.6078136,53
alexander,3.67,2.7,2.6074853,47
paris-je-taime,3.67,3.12,2.605489,40
red-dawn,3.67,2.7,2.6052735,44
payback,3.67,3.27,2.605186,45
flashdance,3.67,2.93,2.604138,64
partly-cloudy,3.67,3.4,2.6026921,42
are-we-there-yet,3.67,1.85,2.6023464,53
sansho-the-bailiff,3.67,4.21,2.6018384,66
big-time-adolescence,3.67,3.4,2.601691,48
syriana,3.67,2.99,2.6012874,40
help,3.67,3.54,2.6010437,52
mothra-vs-godzilla,3.67,3.45,2.6008165,57
diary-of-a-wimpy-kid-2021,3.67,1.55,2.5998938,61
peggy-sue-got-married,3.67,3.39,2.5995355,66
the-office,3.67,3.89,2.5992527,18
three-colors-trilogy,3.67,4.09,2.599206,11
love-death-robots-when-the-yogurt-took-over,3.66,2.89,2.5982568,55
balls-of-fury,3.66,2.3,2.5980237,33
burden-of-dreams,3.66,3.98,2.5966735,49
the-thomas-crown-affair-1999,3.66,3.16,2.596664,45
all-dogs-go-to-heaven,3.66,2.88,2.596337,50
berberian-sound-studio,3.66,3.35,2.5962381,68
maria-full-of-grace,3.66,3.44,2.595811,16
man-on-wire,3.66,3.66,2.5957341,60
the-human-condition-iii-a-soldiers-prayer,3.66,4.52,2.5954535,47
maverick,3.66,3.13,2.595298,38
employee-of-the-month-2006,3.66,2.05,2.5947642,43
the-replacements,3.66,2.85,2.5947528,37
oh-hello-on-broadway,3.66,3.9,2.5918088,45
doctor-who-the-runaway-bride,3.66,3.52,2.5909925,21
bob-dylan-dont-look-back,3.66,4.18,2.5903943,17
ransom,3.66,3.21,2.5898523,55
never-weaken,3.66,3.73,2.5897722,11
the-death-of-dick-long,3.66,3.31,2.5895185,61
middle-school-the-worst-years-of-my-life,3.66,2.17,2.5871935,26
the-ruling-class,3.66,3.08,2.5868664,12
american-assassin,3.66,2.38,2.5868645,54
waking-sleeping-beauty,3.66,3.72,2.58648,18
the-basketball-diaries,3.66,3.4,2.5857139,62
the-punisher-dirty-laundry,3.66,3.5,2.5854945,17
cowboy-bebop-the-movie,3.66,3.94,2.5838265,67
stuber,3.66,2.5,2.5833879,58
kids-story,3.66,3.19,2.583078,13
spaced-invaders,3.66,1.8,2.5829554,10
world-of-tomorrow-episode-two-the-burden-of-other-peoples-thoughts,3.66,4.12,2.5829036,53
kgf-chapter-2,3.66,3.41,2.5810685,11
saving-silverman,3.66,2.69,2.5804586,21
mystery-science-theater-3000-the-movie,3.66,3.42,2.580052,13
wag-the-dog,3.66,3.31,2.5789003,56
ong-bak-muay-thai-warrior,3.66,3.36,2.5787954,36
the-majestic,3.66,3.1,2.5786517,29
get-carter,3.66,3.8,2.5785575,50
cinderella-iii-a-twist-in-time,3.66,3.12,2.5770369,28
yellow-submarine,3.66,3.67,2.5756354,55
the-luck-of-the-irish,3.66,2.47,2.5740414,16
the-heartbreak-kid,3.66,2.19,2.5736315,43
a-prophet,3.66,3.87,2.572995,66
spy-game,3.66,3.15,2.5726614,63
underdog,3.66,1.74,2.5712807,44
over-the-moon-2020,3.66,2.99,2.5709934,63
dirty-work-1998,3.66,3.15,2.5709171,49
dont-hug-me-im-scared-4,3.66,3.67,2.5707316,42
in-the-line-of-fire,3.66,3.43,2.570703,64
its-a-sin-2021,3.66,4.15,2.5705492,23
elmer-gantry,3.66,3.91,2.5698485,17
bennys-video,3.66,3.45,2.5698423,64
the-losers,3.66,2.74,2.5698402,43
blossoms-blood,3.66,3.48,2.5697975,22
the-covenant-2023,3.66,3.46,2.5695298,42
bean,3.66,3.02,2.5689414,65
animal-kingdom,3.66,3.77,2.5687706,47
star-wars-rebels-spark-of-rebellion,3.66,3.42,2.56768,20
the-haunted-house,3.66,3.39,2.567656,27
winnebago-man,3.66,3.59,2.5666156,16
the-brothers-bloom,3.66,3.22,2.5661025,54
pear-cider-and-cigarettes,3.66,2.7,2.5656106,10
lucky-2017,3.66,3.61,2.5655165,65
operation-finale,3.66,2.83,2.5648844,30
spider-ham-caught-in-a-ham,3.66,3.56,2.5641525,24
the-polka-king,3.66,2.56,2.5635464,24
recess-schools-out,3.66,3.01,2.5622969,38
the-mighty,3.66,2.88,2.559124,12
freaky-friday,3.66,3.14,2.5590825,18
the-city-of-lost-children,3.65,3.45,2.5578887,52
the-young-victoria,3.65,3.1,2.556993,20
ladyhawke,3.65,3.17,2.5566442,23
the-wrong-missy,3.65,2.28,2.555808,46
the-lair-of-the-white-worm,3.65,3.5,2.555634,46
the-velvet-queen,3.65,3.94,2.5532146,18
crooked-house-2017,3.65,2.71,2.5525303,12
lucy-in-the-sky,3.65,2.2,2.5524857,28
biggie-i-got-a-story-to-tell,3.65,2.94,2.5510206,16
draft-day,3.65,2.92,2.5497613,40
something-good-negro-kiss,3.65,3.09,2.5490198,17
fateful-findings,3.65,1.91,2.547077,52
the-mad-adventures-of-rabbi-jacob,3.65,3.58,2.5456202,13
torment-1994,3.65,3.47,2.5453262,19
windtalkers,3.65,2.61,2.5433154,32
lionheart,3.65,3.04,2.5431685,23
red-dawn-2012,3.65,1.67,2.541555,55
our-hospitality,3.65,3.84,2.54145,54
bad-words,3.65,2.98,2.5395727,52
the-damned-united,3.65,3.55,2.5391798,33
love-death-robots-pop-squad,3.65,3.68,2.538156,37
criminal-2016,3.65,2.38,2.5368237,32
vampire-in-brooklyn,3.65,2.24,2.53657,34
we-were-soldiers,3.65,3.23,2.5363321,41
cry-baby,3.65,3.31,2.5347488,70
baskin-2015,3.65,3.12,2.5334024,24
the-ruins,3.65,2.86,2.5333102,50
the-bone-collector,3.65,2.77,2.53308,62
hardball,3.65,2.89,2.5328708,22
johnny-mnemonic,3.65,2.85,2.5322173,62
downhill,3.65,2.45,2.5318537,11
countdown-2019,3.65,1.82,2.5312243,69
presto,3.65,3.71,2.5302038,50
bowfinger,3.65,3.39,2.5301974,62
bad-genius,3.65,3.67,2.5292563,57
lights-out-2013,3.65,3.35,2.5280962,46
hitman,3.65,1.97,2.5278683,59
freaked,3.65,3.81,2.5270848,43
female-trouble,3.65,3.82,2.5270758,65
glow-the-story-of-the-gorgeous-ladies-of-wrestling,3.65,3.35,2.5259118,17
coneheads,3.65,2.6,2.5252383,58
a-very-murray-christmas,3.65,2.56,2.5250692,59
look-whos-talking,3.65,2.55,2.5250437,44
the-italian-job,3.65,3.24,2.5244553,66
one-froggy-evening,3.65,4.2,2.524015,27
dont-hug-me-im-scared,3.65,3.66,2.523592,59
canadian-bacon,3.65,2.76,2.5234647,19
great-expectations,3.65,3.65,2.5227647,27
the-nutcracker-and-the-four-realms,3.65,2.13,2.522203,57
the-monster-squad,3.65,3.27,2.5214078,64
ice-age-collision-course,3.65,1.93,2.5203512,55
blindness,3.65,3.02,2.5192215,31
the-grandmother,3.64,3.6,2.5189805,39
whos-that-knocking-at-my-door,3.64,3.12,2.5183706,49
the-man-who-knew-too-much,3.64,3.3,2.5177379,69
project-a,3.64,3.69,2.5176528,36
red-cliff,3.64,3.97,2.5176368,30
goodbye-christopher-robin,3.64,3.25,2.5165787,28
the-girlfriend-experience,3.64,3.15,2.5153956,33
hitchcock,3.64,2.85,2.514631,47
desierto,3.64,2.55,2.5145602,10
mr-turner,3.64,3.61,2.5141177,45
clerks-iii,3.64,2.84,2.5138192,54
a-little-princess-1995,3.64,3.35,2.5132236,41
about-elly,3.64,4.02,2.5128937,42
guess-who,3.64,1.97,2.5118601,16
muriels-wedding,3.64,3.59,2.5115175,50
titan-ae,3.64,3.13,2.5114882,41
somewhere-in-time,3.64,3.43,2.5108726,21
dangerous-minds,3.64,2.72,2.510633,25
hudson-hawk,3.64,2.68,2.509234,36
gods-of-egypt,3.64,1.64,2.5083003,69
the-upside,3.64,2.72,2.50807,40
house-of-games,3.64,3.74,2.5076423,63
game-over-man,3.64,2.43,2.5072217,54
the-enigma-of-kaspar-hauser,3.64,4.07,2.507031,35
ryans-daughter,3.64,3.36,2.5067058,14
police-academy-2-their-first-assignment,3.64,2.86,2.5061474,25
duck-amuck,3.64,4.05,2.5059264,61
wild-rose-2018,3.64,3.56,2.5058331,54
blade-of-the-immortal,3.64,3.19,2.5056539,47
witchfinder-general,3.64,3.51,2.505005,39
stray-dog,3.64,3.79,2.5046191,70
gettysburg,3.64,3.28,2.5030994,18
irrational-man,3.64,2.91,2.502495,64
the-mountain-between-us,3.64,2.56,2.5014884,41
cellular,3.64,2.89,2.5003912,46
indie-game-the-movie,3.64,3.62,2.5000014,36
brittany-runs-a-marathon,3.64,3.35,2.4999042,42
rachel-getting-married,3.64,3.7,2.498518,61
conspiracy,3.64,3.45,2.4977446,21
chariots-of-fire,3.64,3.03,2.4963465,59
adventures-in-babysitting,3.64,3.52,2.4957902,65
reindeer-games,3.64,2.7,2.495595,33
i-was-born-but,3.64,4.02,2.4953854,42
operation-fortune-ruse-de-guerre,3.64,2.74,2.495381,29
executive-decision,3.64,2.89,2.4953525,40
glory-road,3.64,2.82,2.495263,22
the-next-three-days,3.64,3.0,2.4946008,43
history-of-the-entire-world-i-guess,3.64,4.01,2.493959,55
much-ado-about-nothing,3.64,3.52,2.4939055,45
doctor-who-the-husbands-of-river-song,3.64,3.64,2.4928985,14
five-feet-apart,3.64,2.77,2.4928117,69
2-or-3-things-i-know-about-her,3.64,3.31,2.4926953,32
the-man-who-invented-christmas,3.64,2.88,2.4926524,17
tucker-the-man-and-his-dream,3.64,3.63,2.4924533,35
gentlemans-agreement,3.64,3.19,2.4905143,29
batman-gotham-by-gaslight,3.64,3.04,2.4892142,42
sleuth,3.64,3.91,2.4882517,45
angels-in-the-outfield-1994,3.64,2.8,2.4878733,41
destino,3.64,3.47,2.4877486,48
four-christmases,3.64,2.35,2.4875188,62
locked-down-2021,3.64,2.14,2.4871688,32
decalogue-x,3.64,4.17,2.4870055,24
day-for-night,3.64,4.05,2.4866724,64
too-funny-to-fail-the-life-death-of-the-dana-carvey-show,3.64,3.78,2.4859562,16
oss-117-cairo-nest-of-spies,3.64,3.63,2.4857352,34
smokey-and-the-bandit,3.64,3.41,2.4855652,49
smash-and-grab-2019,3.64,3.28,2.485342,25
sex-tape,3.64,1.62,2.4840689,61
abduction,3.64,1.54,2.4825053,37
brothers-2009,3.64,3.24,2.4824574,66
crimewave,3.64,2.75,2.4805412,38
sneakers,3.64,3.46,2.479945,54
promare,3.63,3.72,2.4782648,54
blast-from-the-past,3.63,3.28,2.4779568,54
dave-chappelle-the-bird-revelation,3.63,3.5,2.4777427,18
bandits-2001,3.63,2.7,2.477244,32
top-hat,3.63,3.88,2.4770992,49
a-man-called-ove,3.63,3.54,2.4767869,39
saludos-amigos,3.63,2.57,2.476385,45
borrowed-time-2015,3.63,3.82,2.4761658,20
decalogue-iii,3.63,3.7,2.4761622,33
doogal,3.63,1.08,2.476129,12
igor,3.63,2.19,2.4759111,27
all-monsters-attack,3.63,2.01,2.47586,35
love-death-robots-masons-rats,3.63,3.26,2.474596,34
marvel-one-shot-all-hail-the-king,3.63,3.3,2.4742315,30
malice,3.63,3.19,2.4716866,32
22-july,3.63,2.96,2.4709897,42
mcmillions,3.63,3.36,2.4706862,14
copshop,3.63,3.13,2.469492,61
cell-211,3.63,3.88,2.468844,16
jodhaa-akbar,3.63,3.15,2.46857,10
reds,3.63,3.95,2.468304,41
of-mice-and-men,3.63,3.83,2.4676776,15
the-villainess,3.63,3.28,2.466743,58
step-up-3d,3.63,2.39,2.466715,22
the-quiet-earth,3.63,3.5,2.466217,30
hannibal-rising,3.63,2.05,2.46598,50
superman-man-of-tomorrow,3.63,3.22,2.4656844,29
john-mulaney-the-comeback-kid,3.63,3.91,2.465228,62
miami-connection,3.63,3.2,2.4638925,48
the-other-boleyn-girl,3.63,2.61,2.4638338,41
harsh-times,3.63,2.79,2.4629297,24
mr-deeds-goes-to-town,3.63,3.46,2.4627209,37
help-2021,3.63,4.06,2.462518,27
nims-island,3.63,2.48,2.462448,30
volcano,3.63,2.44,2.4619298,58
finding-forrester,3.63,2.76,2.4619007,36
vanya-on-42nd-street,3.63,3.92,2.4611306,13
hamlet,3.63,3.53,2.461126,54
dreamgirls,3.63,3.24,2.4610949,46
behind-the-curve,3.63,3.17,2.460616,39
goldman-v-silverman,3.63,3.07,2.4602604,65
the-worlds-fastest-indian,3.63,3.32,2.4598043,17
47-ronin-2013,3.63,2.26,2.4594898,48
doomsday,3.63,2.61,2.4589543,31
the-rocketeer,3.63,3.32,2.4588451,53
starry-eyes,3.63,3.25,2.4580019,50
lend-a-paw,3.63,3.25,2.4575777,12
nightbreed,3.63,3.3,2.4570003,57
high-tension,3.63,2.87,2.4550571,62
rosaline,3.63,3.14,2.455051,36
a-night-at-the-roxbury,3.63,2.43,2.454419,45
the-huntsman-winters-war,3.63,2.08,2.4541254,66
shrek-retold,3.63,3.92,2.4530468,20
adams-apples,3.63,3.47,2.4527729,29
bill-burr-paper-tiger,3.63,3.52,2.4514024,20
sherlock-the-six-thatchers,3.63,3.18,2.4510028,20
the-human-condition-ii-road-to-eternity,3.63,4.24,2.4506986,49
planet-earth-2006,3.63,4.34,2.4485333,57
the-brothers-grimm,3.63,2.42,2.4479594,56
thingu,3.63,3.75,2.4462886,16
spanglish,3.63,2.63,2.446201,47
conquest-of-the-planet-of-the-apes,3.63,3.16,2.4456654,43
domino,3.63,2.83,2.4440174,50
a-life-less-ordinary,3.63,2.79,2.4439871,33
hidalgo,3.63,2.88,2.4437418,21
running-scared-2006,3.63,3.38,2.442829,30
kevin-hart-seriously-funny,3.63,3.23,2.4427114,13
the-angry-birds-movie-2,3.63,2.55,2.4418187,48
sherlock-the-final-problem,3.63,3.13,2.4415305,39
felon,3.63,3.0,2.4415298,15
the-long-kiss-goodnight,3.62,3.45,2.440906,61
reefer-madness-the-movie-musical,3.62,3.5,2.4407532,15
snake-eyes-gi-joe-origins,3.62,2.17,2.4407313,54
frequency,3.62,3.21,2.440576,36
the-limey,3.62,3.57,2.4404998,52
wonder-woman,3.62,3.38,2.440424,21
elite-squad,3.62,3.73,2.440181,51
two-distant-strangers,3.62,2.75,2.4392514,50
smokin-aces,3.62,2.98,2.4374442,63
behind-enemy-lines-2001,3.62,2.69,2.437272,36
house-party,3.62,3.29,2.4369266,26
rififi,3.62,4.0,2.4368587,68
cashback,3.62,3.09,2.4361658,37
the-story-of-film-an-odyssey,3.62,4.0,2.4359229,10
about-schmidt,3.62,3.54,2.4330847,70
mary-queen-of-scots-2018,3.62,2.83,2.4327896,57
the-skeleton-key,3.62,3.12,2.4327,41
the-ringer-2005,3.62,2.07,2.4319572,35
time-lapse-2014,3.62,3.33,2.4303977,23
wonder-wheel,3.62,2.62,2.4303083,40
the-duchess,3.62,3.41,2.4300478,16
passage-of-venus,3.62,3.05,2.4300442,37
man-of-the-house,3.62,2.28,2.4293494,18
the-reaping,3.62,2.09,2.4286122,11
gilda,3.62,3.64,2.42838,63
american-splendor,3.62,3.85,2.427281,46
wisdom-teeth,3.62,3.52,2.4271379,30
the-legend-of-zorro,3.62,2.6,2.4250846,40
south-park-the-pandemic-special,3.62,3.25,2.424541,38
buzz-lightyear-of-star-command-the-adventure-begins,3.62,2.86,2.4244955,25
castello-cavalcanti,3.62,3.31,2.4244657,48
playmobil-the-movie,3.62,1.41,2.423737,23
fahrenheit-451-2018,3.62,2.0,2.4233553,38
the-tale,3.62,3.96,2.4229019,67
george-washington,3.62,4.01,2.4225035,37
the-wild-thornberrys-movie,3.62,2.94,2.4214492,32
gagarine-2020,3.62,3.63,2.4212425,15
the-friends-of-eddie-coyle,3.62,3.86,2.421064,52
10-rillington-place,3.62,3.76,2.4208713,17
all-about-steve,3.62,1.72,2.4207585,20
aliens-in-the-attic,3.62,1.9,2.4199395,65
the-incredible-burt-wonderstone,3.62,2.21,2.419849,57
the-last-stand-2013,3.62,2.81,2.4197626,50
winter-on-fire-ukraines-fight-for-freedom,3.62,3.98,2.4195232,26
reign-of-the-supermen,3.62,2.72,2.4194806,25
the-ten-commandments-1956,3.62,3.59,2.418887,59
the-mission,3.62,3.42,2.4171557,44
green-street-hooligans,3.62,3.32,2.4171162,36
babettes-feast,3.62,3.66,2.4163322,32
igby-goes-down,3.62,3.14,2.4163244,25
compliance,3.62,3.01,2.4153514,59
scooby-doo-and-the-witchs-ghost,3.62,3.19,2.4148765,43
dr-strange,3.62,2.25,2.4145331,10
paranormal-activity-next-of-kin,3.62,2.33,2.4141524,52
hi-stranger,3.62,2.88,2.4131505,28
us-again-2021,3.62,3.62,2.4130569,45
roadrunner-a-film-about-anthony-bourdain,3.62,3.5,2.4128785,35
blue-planet-ii,3.62,4.53,2.4124138,17
piranha,3.62,2.89,2.4123282,63
bullet-to-the-head,3.62,2.2,2.4122279,38
son-of-the-white-mare,3.62,3.8,2.4116423,43
marvel-one-shot-the-consultant,3.62,2.81,2.4110851,26
sorry-wrong-number,3.62,3.05,2.411014,19
the-outpost,3.62,3.04,2.4105716,23
nell,3.62,2.75,2.4094765,14
entergalactic,3.62,3.65,2.4094217,69
amanda-knox,3.62,3.46,2.4089627,57
alpha-dog,3.62,2.68,2.4087245,28
the-crimson-permanent-assurance,3.62,3.89,2.4086552,14
our-kind-of-traitor,3.62,2.78,2.4085324,16
7500,3.62,2.93,2.4080074,34
tag,3.62,3.16,2.4078107,58
clear-history,3.62,2.62,2.4076169,20
